x,y,z,body_x,body_y,body_z,occ,i
11.405364399563993,2.034884507234871,-9.539916355952482,9.27177946231157,-16.86841299999999,-11.022139495000005,1.0,0.0
11.778167477234113,2.4645673933094443,-9.638768451479661,8.97027192462312,-16.86841299999999,-11.022139495000005,1.0,0.0
11.681573160137201,2.2955703832611967,-9.615881401146288,8.668764386934683,-16.86841299999999,-11.022139495000005,1.0,0.0
11.588493772211676,2.147124584841606,-9.603348034746958,8.367256849246232,-16.86841299999999,-11.022139495000005,1.0,0.0
11.70048331159773,2.3139841279496025,-9.583534548257575,8.065749311557795,-16.86841299999999,-11.022139495000005,1.0,0.0
11.785125132196445,2.4317693847300497,-9.55882977254932,7.764241773869358,-16.86841299999999,-11.022139495000005,1.0,0.0
11.809267605026966,2.462831975082864,-9.54310884159369,7.462734236180907,-16.86841299999999,-11.022139495000005,1.0,0.0
11.804911790734879,2.4545541524790337,-9.530079149129923,7.16122669849247,-16.86841299999999,-11.022139495000005,1.0,0.0
11.802814729338465,2.4499938417263323,-9.52057091915177,6.859719160804033,-16.86841299999999,-11.022139495000005,1.0,0.0
11.763431416658827,2.3954321693851206,-9.507667173286604,6.558211623115582,-16.86841299999999,-11.022139495000005,1.0,0.0
11.727639466351413,2.3476211509839544,-9.501611025362084,6.256704085427145,-16.86841299999999,-11.022139495000005,1.0,0.0
11.622554003504604,2.21200981757476,-9.500696851025547,5.9551965477387085,-16.86841299999999,-11.022139495000005,1.0,0.0
11.605789867807722,2.189605831062451,-9.494328226343622,5.6536890100502575,-16.86841299999999,-11.022139495000005,1.0,0.0
11.54853009122284,2.116272834063711,-9.485622247961148,5.352181472361821,-16.86841299999999,-11.022139495000005,1.0,0.0
11.513951018320167,2.0717024230493735,-9.474380889716496,5.05067393467337,-16.86841299999999,-11.022139495000005,1.0,0.0
11.448118371337998,1.990036260691646,-9.466740726627943,4.749166396984933,-16.86841299999999,-11.022139495000005,1.0,0.0
11.372598473880178,1.8977393796203579,-9.459390695813669,4.447658859296496,-16.86841299999999,-11.022139495000005,1.0,0.0
11.325841355763849,1.8416228881539283,-9.45728689754842,4.146151321608045,-16.86841299999999,-11.022139495000005,1.0,0.0
11.289188925866707,1.7974140225368345,-9.449446106363993,3.844643783919608,-16.86841299999999,-11.022139495000005,1.0,0.0
11.226866558575505,1.724601891775844,-9.447285876054005,3.543136246231164,-16.86841299999999,-11.022139495000005,1.0,0.0
11.175633454751274,1.6655915727996309,-9.44643606177991,3.24162870854272,-16.86841299999999,-11.022139495000005,1.0,0.0
11.092322720246393,1.5712019281665484,-9.448107601285118,2.940121170854276,-16.86841299999999,-11.022139495000005,1.0,0.0
11.046209028019337,1.5190432230900015,-9.444400826647223,2.6386136331658463,-16.86841299999999,-11.022139495000005,1.0,0.0
10.996459498446633,1.463957382110415,-9.444305059610947,2.3371060954773952,-16.86841299999999,-11.022139495000005,1.0,0.0
10.944300892779346,1.4069686075748606,-9.444330803211631,2.0355985577889513,-16.86841299999999,-11.022139495000005,1.0,0.0
10.887237209980338,1.3453539588348278,-9.443668003822234,1.7340910201005002,-16.86841299999999,-11.022139495000005,1.0,0.0
10.813368448381777,1.2670017979277652,-9.446287191872356,1.4325834824120705,-16.86841299999999,-11.022139495000005,1.0,0.0
10.781510223649406,1.2333507112304467,-9.444783838356628,1.1310759447236265,-16.86841299999999,-11.022139495000005,1.0,0.0
10.726503965338981,1.1762896919218697,-9.44446344244959,0.8295684070351825,-16.86841299999999,-11.022139495000005,1.0,0.0
10.643456047103232,1.0914589144240914,-9.445947504959095,0.5280608693467457,-16.86841299999999,-11.022139495000005,1.0,0.0
10.600293355784938,1.0476523825177395,-9.44428874644048,0.2265533316582946,-16.86841299999999,-11.022139495000005,1.0,0.0
10.535866277219348,0.9833695600566408,-9.444278457184195,-0.07495420603014225,-16.86841299999999,-11.022139495000005,1.0,0.0
10.475569465381476,0.9241938316231924,-9.446851861398116,-0.3764617437185862,-16.86841299999999,-11.022139495000005,1.0,0.0
10.407515165655123,0.8581431601688543,-9.449103872055446,-0.6779692814070302,-16.86841299999999,-11.022139495000005,1.0,0.0
10.341695742750094,0.7948342641513086,-9.4494701913676,-0.979476819095467,-16.86841299999999,-11.022139495000005,1.0,0.0
10.256224399349442,0.7140044348028702,-9.45326918561367,-1.280984356783911,-16.86841299999999,-11.022139495000005,1.0,0.0
10.18122709124751,0.6440778795569244,-9.457812105045953,-1.582491894472355,-16.86841299999999,-11.022139495000005,1.0,0.0
10.09736798802469,0.5667371790692748,-9.461055843901878,-1.8839994321607918,-16.86841299999999,-11.022139495000005,1.0,0.0
10.048519353971265,0.5223528311543149,-9.46365213575817,-2.1855069698492358,-16.86841299999999,-11.022139495000005,1.0,0.0
9.9581938731712,0.4412222035957569,-9.465158635402455,-2.4870145075376797,-16.86841299999999,-11.022139495000005,1.0,0.0
9.86738794620818,0.36087888243261546,-9.467947976457836,-2.7885220452261237,-16.86841299999999,-11.022139495000005,1.0,0.0
9.789982772428552,0.2934496803632669,-9.471586860368486,-3.0900295829145676,-16.86841299999999,-11.022139495000005,1.0,0.0
9.717721229764091,0.2311446101782515,-9.47169628716333,-3.3915371206030045,-16.86841299999999,-11.022139495000005,1.0,0.0
9.648607604684614,0.17269200589408484,-9.474093620278047,-3.6930446582914485,-16.86841299999999,-11.022139495000005,1.0,0.0
9.585328212315364,0.11987829575539877,-9.474326496182146,-3.9945521959798995,-16.86841299999999,-11.022139495000005,1.0,0.0
9.515890202964993,0.06301438372529233,-9.475685378800751,-4.296059733668336,-16.86841299999999,-11.022139495000005,1.0,0.0
9.448032932172495,0.008656838498165342,-9.480172003610425,-4.59756727135678,-16.86841299999999,-11.022139495000005,1.0,0.0
9.380190361379075,-0.045007376478775285,-9.481016638283181,-4.899074809045217,-16.86841299999999,-11.022139495000005,1.0,0.0
9.308368077607078,-0.10065887114738459,-9.483267265992946,-5.200582346733661,-16.86841299999999,-11.022139495000005,1.0,0.0
9.235002551476612,-0.15626497007584916,-9.487747516574746,-5.502089884422105,-16.86841299999999,-11.022139495000005,1.0,0.0
9.147763154821707,-0.2211873854328772,-9.491926862404608,-5.803597422110542,-16.86841299999999,-11.022139495000005,1.0,0.0
9.072186250000339,-0.2764461966334686,-9.494619154830827,-6.105104959798986,-16.86841299999999,-11.022139495000005,1.0,0.0
8.998315058629334,-0.329595457645695,-9.493824950537268,-6.40661249748743,-16.86841299999999,-11.022139495000005,1.0,0.0
8.915270563062936,-0.38810843797238803,-9.492060247169164,-6.708120035175874,-16.86841299999999,-11.022139495000005,1.0,0.0
8.839872898287517,-0.4399798036343334,-9.491886310987518,-7.009627572864311,-16.86841299999999,-11.022139495000005,1.0,0.0
8.76888852492744,-0.48768048713690604,-9.491728236042327,-7.311135110552755,-16.86841299999999,-11.022139495000005,1.0,0.0
8.671475125811831,-0.5513469064860601,-9.493835579138562,-7.612642648241199,-16.86841299999999,-11.022139495000005,1.0,0.0
8.588464992777912,-0.6045052970080285,-9.49473039976126,-7.914150185929643,-16.86841299999999,-11.022139495000005,1.0,0.0
8.505962897721748,-0.6560921995509865,-9.49516614495054,-8.21565772361808,-16.86841299999999,-11.022139495000005,1.0,0.0
8.42168433092748,-0.7073668076862241,-9.496807151677626,-8.517165261306523,-16.86841299999999,-11.022139495000005,1.0,0.0
8.315530882904852,-0.7697703039937416,-9.504628011138221,-8.818672798994967,-16.86841299999999,-11.022139495000005,1.0,0.0
8.218306588003312,-0.8258796388231211,-9.509297802897667,-9.120180336683411,-16.86841299999999,-11.022139495000005,1.0,0.0
8.115871802697963,-0.8834736695251255,-9.51497820673737,-9.421687874371855,-16.86841299999999,-11.022139495000005,1.0,0.0
8.02427741169182,-0.9335633279064339,-9.521627210803548,-9.723195412060292,-16.86841299999999,-11.022139495000005,1.0,0.0
7.927212977316689,-0.9856279937066201,-9.524975544081151,-10.024702949748736,-16.86841299999999,-11.022139495000005,1.0,0.0
7.818466473574411,-1.0423760009805196,-9.529057053853789,-10.32621048743718,-16.86841299999999,-11.022139495000005,1.0,0.0
7.711460759044318,-1.0964336310754081,-9.536089268776077,-10.627718025125617,-16.86841299999999,-11.022139495000005,1.0,0.0
7.6194325364789,-1.1418478201783664,-9.540489679237727,-10.92922556281406,-16.86841299999999,-11.022139495000005,1.0,0.0
7.507981513689032,-1.194919641551829,-9.547437004363353,-11.230733100502505,-16.86841299999999,-11.022139495000005,1.0,0.0
7.391310664702026,-1.2489021752240674,-9.55476483431073,-11.532240638190949,-16.86841299999999,-11.022139495000005,1.0,0.0
7.280076812369241,-1.2989197461929933,-9.561818268446219,-11.833748175879386,-16.86841299999999,-11.022139495000005,1.0,0.0
7.167887110705493,-1.3480009679507212,-9.567744013779638,-12.13525571356783,-16.86841299999999,-11.022139495000005,1.0,0.0
7.053730081410041,-1.3961778701272607,-9.57560343069848,-12.436763251256274,-16.86841299999999,-11.022139495000005,1.0,0.0
6.935424840931585,-1.4448710607800148,-9.581366402462493,-12.738270788944718,-16.86841299999999,-11.022139495000005,1.0,0.0
6.800740350523316,-1.4984029407251462,-9.589576962663179,-13.039778326633154,-16.86841299999999,-11.022139495000005,1.0,0.0
6.68039334829329,-1.5452062871561623,-9.594909973996952,-13.341285864321598,-16.86841299999999,-11.022139495000005,1.0,0.0
6.554204982465677,-1.5924616050606204,-9.602486272708465,-13.642793402010042,-16.86841299999999,-11.022139495000005,1.0,0.0
6.442775636906994,-1.6327194302394066,-9.61051587007169,-13.94430093969848,-16.86841299999999,-11.022139495000005,1.0,0.0
6.311909887758276,-1.6785943127925176,-9.617373819507414,-14.24580847738693,-16.86841299999999,-11.022139495000005,1.0,0.0
6.202318864910097,-1.7158167253037018,-9.623137852894416,-14.547316015075367,-16.86841299999999,-11.022139495000005,1.0,0.0
6.064058065404833,-1.7609793007802672,-9.630146697440344,-14.848823552763811,-16.86841299999999,-11.022139495000005,1.0,0.0
5.918900035507281,-1.8073092178501202,-9.634625424288146,-15.150331090452255,-16.86841299999999,-11.022139495000005,1.0,0.0
5.7938423184236605,-1.8457617254913377,-9.641168895036685,-15.451838628140692,-16.86841299999999,-11.022139495000005,1.0,0.0
5.661344654824255,-1.884607669247833,-9.651245147676114,-15.75334616582915,-16.86841299999999,-11.022139495000005,1.0,0.0
5.5379558524288335,-1.9194779686014183,-9.660540104724737,-16.05485370351758,-16.86841299999999,-11.022139495000005,1.0,0.0
5.390824069460688,-1.959740804905696,-9.667711616456275,-16.356361241206017,-16.86841299999999,-11.022139495000005,1.0,0.0
5.255413071669608,-1.995501268996298,-9.675097507385377,-16.657868778894468,-16.86841299999999,-11.022139495000005,1.0,0.0
5.118252580246015,-2.030539601785133,-9.679767602096351,-16.959376316582905,-16.86841299999999,-11.022139495000005,1.0,0.0
4.98819275041307,-2.0622518818300026,-9.685616742796581,-17.26088385427135,-16.86841299999999,-11.022139495000005,1.0,0.0
4.855567403574902,-2.093058725362223,-9.691466102857108,-17.562391391959785,-16.86841299999999,-11.022139495000005,1.0,0.0
4.707847676157776,-2.1256309431607594,-9.698641290863364,-17.86389892964823,-16.86841299999999,-11.022139495000005,1.0,0.0
